开盘时间,开盘价,最高价,最低价,收盘价,成交量,收盘时间,成交额,成交笔数,主动买入成交量,主动买入成交额
2024-02-22 16:25:00,1.13030000,1.13030000,1.12470000,1.12500000,100991.00000000,1708590359999,113748.23260000,687,44468.00000000,50059.13670000
2024-02-22 16:26:00,1.12490000,1.12710000,1.12240000,1.12480000,99480.00000000,1708590419999,111835.13720000,829,44343.00000000,49863.97350000
2024-02-22 16:27:00,1.12470000,1.12850000,1.12190000,1.12190000,85051.00000000,1708590479999,95774.20000000,425,19170.00000000,21591.94250000
2024-02-22 16:28:00,1.12190000,1.12450000,1.12000000,1.12050000,117911.00000000,1708590539999,132283.87450000,616,69110.00000000,77563.84950000
2024-02-22 16:29:00,1.12040000,1.12850000,1.12040000,1.12690000,137299.00000000,1708590599999,154361.17060000,557,100655.00000000,113191.27000000
2024-02-22 16:30:00,1.12670000,1.12700000,1.11450000,1.11780000,183912.00000000,1708590659999,206156.06550000,1194,52064.00000000,58356.11880000
2024-02-22 16:31:00,1.11770000,1.11920000,1.11660000,1.11920000,76675.00000000,1708590719999,85721.32280000,366,56910.00000000,63627.02640000
2024-02-22 16:32:00,1.11890000,1.12160000,1.11540000,1.11640000,66630.00000000,1708590779999,74471.63640000,449,25635.00000000,28656.42900000
2024-02-22 16:33:00,1.11670000,1.11830000,1.11570000,1.11790000,45334.00000000,1708590839999,50641.81260000,430,32506.00000000,36316.11260000
2024-02-22 16:34:00,1.11760000,1.12560000,1.11690000,1.12510000,51708.00000000,1708590899999,57992.89950000,470,32138.00000000,36053.77490000
2024-02-22 16:35:00,1.12560000,1.12700000,1.12150000,1.12320000,50454.00000000,1708590959999,56719.72110000,400,29099.00000000,32713.05040000
2024-02-22 16:36:00,1.12270000,1.12430000,1.12020000,1.12190000,49747.00000000,1708591019999,55831.61630000,301,23990.00000000,26932.63590000
2024-02-22 16:37:00,1.12170000,1.12830000,1.12100000,1.12730000,104733.00000000,1708591079999,117847.53450000,407,84667.00000000,95289.84860000
2024-02-22 16:38:00,1.12750000,1.13090000,1.12750000,1.12900000,62769.00000000,1708591139999,70911.54220000,364,33164.00000000,37459.94090000
2024-02-22 16:39:00,1.12850000,1.13170000,1.12700000,1.13080000,47405.00000000,1708591199999,53535.98110000,343,29481.00000000,33302.26600000
2024-02-22 16:40:00,1.13080000,1.13330000,1.12980000,1.13290000,27551.00000000,1708591259999,31158.78810000,249,12687.00000000,14353.02130000
2024-02-22 16:41:00,1.13280000,1.13330000,1.13040000,1.13120000,46793.00000000,1708591319999,52967.01250000,323,13350.00000000,15112.82550000
2024-02-22 16:42:00,1.13100000,1.13400000,1.12970000,1.13340000,46702.00000000,1708591379999,52867.58420000,282,17999.00000000,20375.32620000
2024-02-22 16:43:00,1.13370000,1.13480000,1.13240000,1.13350000,36310.00000000,1708591439999,41163.15290000,308,19956.00000000,22624.90860000
2024-02-22 16:44:00,1.13350000,1.13680000,1.13340000,1.13620000,41283.00000000,1708591499999,46878.27440000,353,25306.00000000,28731.26690000
2024-02-22 16:45:00,1.13600000,1.13680000,1.13120000,1.13150000,68564.00000000,1708591559999,77814.69320000,490,28103.00000000,31899.15430000
2024-02-22 16:46:00,1.13110000,1.13210000,1.12870000,1.13200000,31420.00000000,1708591619999,35512.85110000,256,10076.00000000,11392.82860000
2024-02-22 16:47:00,1.13220000,1.13340000,1.12850000,1.13020000,98292.00000000,1708591679999,111177.05680000,416,51678.00000000,58456.37130000
2024-02-22 16:48:00,1.13100000,1.13300000,1.13040000,1.13190000,38937.00000000,1708591739999,44063.69790000,269,17907.00000000,20264.85560000
2024-02-22 16:49:00,1.13180000,1.13390000,1.12880000,1.13160000,48433.00000000,1708591799999,54805.08660000,384,20904.00000000,23658.04510000
2024-02-22 16:50:00,1.13190000,1.13600000,1.13150000,1.13570000,36565.00000000,1708591859999,41444.62430000,318,22259.00000000,25231.96320000
2024-02-22 16:51:00,1.13600000,1.13720000,1.13380000,1.13500000,47201.00000000,1708591919999,53614.30520000,332,30225.00000000,34338.24050000
2024-02-22 16:52:00,1.13560000,1.13750000,1.13510000,1.13730000,12628.00000000,1708591979999,14348.89830000,134,7888.00000000,8965.92370000
2024-02-22 16:53:00,1.13730000,1.13950000,1.13720000,1.13860000,60822.00000000,1708592039999,69242.82180000,387,20750.00000000,23626.04760000
2024-02-22 16:54:00,1.13870000,1.13930000,1.13270000,1.13350000,82912.00000000,1708592099999,94222.76810000,460,51401.00000000,58435.78680000
